Month,Keyword status,Keyword,Max. CPC,Interactions,Interaction rate,Avg. cost,Cost,Impressions,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
Oct-25,Enabled,"""omnia vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""omnia vs""",15,0,0.00%,0,0,1,0,0.00%,0,0,0
Dec-25,Enabled,"""omnia vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""omnia vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""omnia vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""omnia vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""omnia pricing""",15,0,0.00%,0,0,54,0,0.00%,0,0,0
Nov-25,Enabled,"""omnia pricing""",15,1,2.70%,14.99,14.99,37,1,0.00%,0,14.99,0
Dec-25,Enabled,"""omnia pricing""",15,1,1.92%,14.67,14.67,52,1,0.00%,0,14.67,0
Jan-26,Enabled,"""omnia pricing""",15,1,1.89%,14.76,14.76,53,1,0.00%,0,14.76,0
Feb-26,Enabled,"""omnia pricing""",15,0,0.00%,0,0,19,0,0.00%,0,0,0
Mar-26,Enabled,"""omnia pricing""",15,0,0.00%,0,0,2,0,0.00%,0,0,0
Oct-25,Enabled,"""omnia alternative""",15,0,0.00%,0,0,11,0,0.00%,0,0,0
Nov-25,Enabled,"""omnia alternative""",15,0,0.00%,0,0,7,0,0.00%,0,0,0
Dec-25,Enabled,"""omnia alternative""",15,1,7.14%,14.97,14.97,14,1,0.00%,0,14.97,0
Jan-26,Enabled,"""omnia alternative""",15,0,0.00%,0,0,25,0,0.00%,0,0,0
Feb-26,Enabled,"""omnia alternative""",15,0,0.00%,0,0,8,0,0.00%,0,0,0
Mar-26,Enabled,"""omnia alternative""",15,0,0.00%,0,0,2,0,0.00%,0,0,0
Oct-25,Enabled,"""omnia dynamic pricing""",15,0,0.00%,0,0,7,0,0.00%,0,0,0
Nov-25,Enabled,"""omnia dynamic pricing""",15,0,0.00%,0,0,10,0,0.00%,0,0,0
Dec-25,Enabled,"""omnia dynamic pricing""",15,0,0.00%,0,0,6,0,0.00%,0,0,0
Jan-26,Enabled,"""omnia dynamic pricing""",15,0,0.00%,0,0,12,0,0.00%,0,0,0
Feb-26,Enabled,"""omnia dynamic pricing""",15,0,0.00%,0,0,6,0,0.00%,0,0,0
Mar-26,Enabled,"""omnia dynamic pricing""",15,0,0.00%,0,0,3,0,0.00%,0,0,0
Oct-25,Enabled,"""omnia price""",15,1,6.25%,14.93,14.93,16,1,0.00%,0,14.93,0
Nov-25,Enabled,"""omnia price""",15,0,0.00%,0,0,18,0,0.00%,0,0,0
Dec-25,Enabled,"""omnia price""",15,1,4.35%,13.82,13.82,23,1,0.00%,0,13.82,0
Jan-26,Enabled,"""omnia price""",15,2,10.00%,14.64,29.28,20,2,0.00%,0,14.64,0
Feb-26,Enabled,"""omnia price""",15,1,4.35%,13.99,13.99,23,1,0.00%,0,13.99,0
Mar-26,Enabled,"""omnia price""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""omnia retail""",15,4,2.20%,14.82,59.26,182,4,0.00%,0,14.82,0
Nov-25,Enabled,"""omnia retail""",15,7,3.85%,13.32,93.23,182,7,0.00%,0,13.32,0
Dec-25,Enabled,"""omnia retail""",15,5,3.27%,13.22,66.08,153,5,0.00%,0,13.22,0
Jan-26,Enabled,"""omnia retail""",15,7,2.69%,12.85,89.97,260,7,0.00%,0,12.85,0
Feb-26,Enabled,"""omnia retail""",15,4,2.94%,14.71,58.85,136,4,0.00%,0,14.71,0
Mar-26,Enabled,"""omnia retail""",15,2,3.45%,12.12,24.23,58,2,0.00%,0,12.12,0
Oct-25,Enabled,"""pricing tools like 7learnings""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""pricing tools like 7learnings""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""pricing tools like 7learnings""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""pricing tools like 7learnings""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""pricing tools like 7learnings""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""pricing tools like 7learnings""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""7learnings vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""7learnings vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""7learnings vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""7learnings vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""7learnings vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""7learnings vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""7learnings price""",15,0,0.00%,0,0,2,0,0.00%,0,0,0
Nov-25,Enabled,"""7learnings price""",15,0,0.00%,0,0,10,0,0.00%,0,0,0
Dec-25,Enabled,"""7learnings price""",15,0,0.00%,0,0,12,0,0.00%,0,0,0
Jan-26,Enabled,"""7learnings price""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""7learnings price""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""7learnings price""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""7learnings competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""7learnings competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""7learnings competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""7learnings competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""7learnings competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""7learnings competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""7learnings retail""",15,0,0.00%,0,0,6,0,0.00%,0,0,0
Nov-25,Enabled,"""7learnings retail""",15,3,3.37%,12.52,37.56,89,3,0.00%,0,12.52,0
Dec-25,Enabled,"""7learnings retail""",15,7,4.55%,14.6,102.19,154,7,0.00%,0,14.6,0
Jan-26,Enabled,"""7learnings retail""",15,21,6.14%,14.26,299.5,342,21,0.00%,0,14.26,0
Feb-26,Enabled,"""7learnings retail""",15,17,6.88%,14.16,240.74,247,17,0.00%,0,14.16,0
Mar-26,Enabled,"""7learnings retail""",15,5,8.20%,13.56,67.8,61,5,0.00%,0,13.56,0
Oct-25,Enabled,"""7learnings dynamic pricing""",15,0,0.00%,0,0,1,0,0.00%,0,0,0
Nov-25,Enabled,"""7learnings dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""7learnings dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""7learnings dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""7learnings dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""7learnings dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""7learnings alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""7learnings alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""7learnings alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""7learnings alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""7learnings alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""7learnings alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""7learnings pricing""",15,4,5.26%,13.97,55.88,76,4,0.00%,0,13.97,0
Nov-25,Enabled,"""7learnings pricing""",15,0,0.00%,0,0,3,0,0.00%,0,0,0
Dec-25,Enabled,"""7learnings pricing""",15,0,0.00%,0,0,7,0,0.00%,0,0,0
Jan-26,Enabled,"""7learnings pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""7learnings pricing""",15,0,0.00%,0,0,13,0,0.00%,0,0,0
Mar-26,Enabled,"""7learnings pricing""",15,0,0.00%,0,0,4,0,0.00%,0,0,0
Oct-25,Enabled,"""revionics competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""revionics competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""revionics competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""revionics competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""revionics competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""revionics competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""revionics dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""revionics dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""revionics dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""revionics dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""revionics dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""revionics dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""revionics price""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""revionics price""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""revionics price""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""revionics price""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""revionics price""",15,0,0.00%,0,0,1,0,0.00%,0,0,0
Mar-26,Enabled,"""revionics price""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""pricing tools like revionics""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""pricing tools like revionics""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""pricing tools like revionics""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""pricing tools like revionics""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""pricing tools like revionics""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""pricing tools like revionics""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""revionics retail""",15,0,0.00%,0,0,10,0,0.00%,0,0,0
Nov-25,Enabled,"""revionics retail""",15,5,3.14%,14.29,71.47,159,5,0.00%,0,14.29,0
Dec-25,Enabled,"""revionics retail""",15,13,4.89%,13.94,181.21,266,13,0.00%,0,13.94,0
Jan-26,Enabled,"""revionics retail""",15,14,4.47%,13.85,193.84,313,14,0.00%,0,13.85,0
Feb-26,Enabled,"""revionics retail""",15,8,5.97%,13.17,105.38,134,8,0.00%,0,13.17,0
Mar-26,Enabled,"""revionics retail""",15,3,5.26%,13.63,40.9,57,3,0.00%,0,13.63,0
Oct-25,Enabled,"""revionics pricing""",15,5,1.97%,13.59,67.94,254,5,0.00%,0,13.59,0
Nov-25,Enabled,"""revionics pricing""",15,3,3.57%,10.61,31.82,84,3,0.00%,0,10.61,0
Dec-25,Enabled,"""revionics pricing""",15,1,3.70%,14.77,14.77,27,1,0.00%,0,14.77,0
Jan-26,Enabled,"""revionics pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""revionics pricing""",15,1,8.33%,14.93,14.93,12,1,0.00%,0,14.93,0
Mar-26,Enabled,"""revionics pricing""",15,0,0.00%,0,0,3,0,0.00%,0,0,0
Oct-25,Enabled,"""revionics vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""revionics vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""revionics vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""revionics vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""revionics vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""revionics vs""",15,0,0.00%,0,0,1,0,0.00%,0,0,0
Oct-25,Enabled,"""revionics alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""revionics alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""revionics alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""revionics alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""revionics alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""revionics alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""pricefx dynamic pricing""",15,1,2.70%,14.56,14.56,37,1,0.00%,0,14.56,0
Nov-25,Enabled,"""pricefx dynamic pricing""",15,6,5.13%,14.27,85.6,117,6,0.00%,0,14.27,0
Dec-25,Enabled,"""pricefx dynamic pricing""",15,1,2.17%,14.99,14.99,46,1,0.00%,0,14.99,0
Jan-26,Enabled,"""pricefx dynamic pricing""",15,0,0.00%,0,0,16,0,0.00%,0,0,0
Feb-26,Enabled,"""pricefx dynamic pricing""",15,1,4.17%,14.88,14.88,24,1,0.00%,0,14.88,0
Mar-26,Enabled,"""pricefx dynamic pricing""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""pricing tools like pricefx""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""pricing tools like pricefx""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""pricing tools like pricefx""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""pricing tools like pricefx""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""pricing tools like pricefx""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""pricing tools like pricefx""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""pricefx vs""",15,0,0.00%,0,0,2,0,0.00%,0,0,0
Nov-25,Enabled,"""pricefx vs""",15,0,0.00%,0,0,9,0,0.00%,0,0,0
Dec-25,Enabled,"""pricefx vs""",15,0,0.00%,0,0,1,0,0.00%,0,0,0
Jan-26,Enabled,"""pricefx vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""pricefx vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""pricefx vs""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""pricefx retail""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""pricefx retail""",15,0,0.00%,0,0,64,0,0.00%,0,0,0
Dec-25,Enabled,"""pricefx retail""",15,1,0.59%,14.63,14.63,169,1,0.00%,0,14.63,0
Jan-26,Enabled,"""pricefx retail""",15,4,3.13%,14.6,58.4,128,4,0.00%,0,14.6,0
Feb-26,Enabled,"""pricefx retail""",15,0,0.00%,0,0,42,0,0.00%,0,0,0
Mar-26,Enabled,"""pricefx retail""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[pricefx pricing],15,13,4.29%,13.4,174.2,303,13,15.38%,2,13.4,87.1
Nov-25,Enabled,[pricefx pricing],15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,[pricefx pricing],15,0,0.00%,0,0,2,0,0.00%,0,0,0
Jan-26,Enabled,[pricefx pricing],15,1,2.56%,14.6,14.6,39,1,0.00%,0,14.6,0
Feb-26,Enabled,[pricefx pricing],15,2,1.92%,12.34,24.68,104,2,0.00%,0,12.34,0
Mar-26,Enabled,[pricefx pricing],15,1,14.29%,14.87,14.87,7,1,0.00%,0,14.87,0
Oct-25,Enabled,"""pricefx competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""pricefx competitor""",15,0,0.00%,0,0,3,0,0.00%,0,0,0
Dec-25,Enabled,"""pricefx competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""pricefx competitor""",15,0,0.00%,0,0,5,0,0.00%,0,0,0
Feb-26,Enabled,"""pricefx competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""pricefx competitor""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,[pricefx price],15,39,5.80%,13.47,525.2,672,39,0.00%,0,13.47,0
Nov-25,Enabled,[pricefx price],15,42,4.51%,13.05,548.29,932,42,0.00%,0,13.05,0
Dec-25,Enabled,[pricefx price],15,31,3.56%,13.74,425.94,870,31,0.00%,0,13.74,0
Jan-26,Enabled,[pricefx price],15,58,4.77%,14.08,816.61,"1,217",58,0.00%,0,14.08,0
Feb-26,Enabled,[pricefx price],15,32,5.03%,13.6,435.14,636,32,0.00%,0,13.6,0
Mar-26,Enabled,[pricefx price],15,3,2.04%,14.47,43.42,147,3,0.00%,0,14.47,0
Oct-25,Enabled,"""pricefx alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,"""pricefx alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,"""pricefx alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,"""pricefx alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,"""pricefx alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,"""pricefx alternative""",15,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,quickziard,2,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,quickziard,2,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,quickziard,2,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,quickziard,2,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,quickziard,2,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,quickziard,2,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,OuickLizard,2,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,OuickLizard,2,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,OuickLizard,2,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,OuickLizard,2,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,OuickLizard,2,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,OuickLizard,2,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,[quickziard],2,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,[quickziard],2,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,[quickziard],2,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,[quickziard],2,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,[quickziard],2,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,[quickziard],2,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Paused,[OuickLizard],2,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Paused,[OuickLizard],2,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Paused,[OuickLizard],2,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Paused,[OuickLizard],2,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Paused,[OuickLizard],2,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Paused,[OuickLizard],2,0, --,0,0,0,0,0.00%,0,0,0
Oct-25,Enabled,"""Quicklizard""",15,85,34.98%,6.8,578.07,243,85,0.00%,0,6.8,0
Nov-25,Enabled,"""Quicklizard""",15,185,23.54%,5.59,1034.89,786,185,0.00%,0,5.59,0
Dec-25,Enabled,"""Quicklizard""",15,128,21.19%,5.84,747.11,604,128,0.00%,0,5.84,0
Jan-26,Enabled,"""Quicklizard""",15,184,23.83%,6.14,1130.56,772,184,0.00%,0,6.14,0
Feb-26,Enabled,"""Quicklizard""",15,128,25.86%,7.9,1011.54,495,128,0.00%,0,7.9,0
Mar-26,Enabled,"""Quicklizard""",15,34,26.77%,7.75,263.4,127,34,0.00%,0,7.75,0
Oct-25,Enabled,Quicklizard,0.01,0, --,0,0,0,0,0.00%,0,0,0
Nov-25,Enabled,Quicklizard,0.01,0, --,0,0,0,0,0.00%,0,0,0
Dec-25,Enabled,Quicklizard,0.01,0, --,0,0,0,0,0.00%,0,0,0
Jan-26,Enabled,Quicklizard,0.01,0, --,0,0,0,0,0.00%,0,0,0
Feb-26,Enabled,Quicklizard,0.01,0, --,0,0,0,0,0.00%,0,0,0
Mar-26,Enabled,Quicklizard,0.01,0, --,0,0,0,0,0.00%,0,0,0
